#DEBUG: Format Typ    -> comma
#DEBUG: Time Period   -> 2018-01-02 00:00:00+00:00 2018-01-04 00:00:00+00:00
#DEBUG: Time Zone     -> Etc/UTC
#DEBUG: Data Contact   -> daryl herzmann akrherz@iastate.edu 515-294-5978
#DEBUG: Entries Found -> -1
station,valid,lon,lat,tmpf,dwpf,relh,drct,sknt,alti,mslp,p01i,vsby,gust,skyl1,skyl2,skyl3,wxcodes
ART,2018-01-02 17:00,-76.0262,43.9888,M,M,M,200.00,12.00,30.15,M,M,1.75,M,600.00,1500.00,2500.00,-SN BR
ART,2018-01-02 17:01,-76.0262,43.9888,17.10,14.00,87.38,210.00,10.00,30.15,M,0.0001,2.50,19.00,600.00,1500.00,2500.00,-SN BR
ART,2018-01-02 17:07,-76.0262,43.9888,19.90,17.10,88.68,250.00,18.00,30.14,M,0.0001,0.75,30.00,600.00,1500.00,2600.00,-SN BR
ART,2018-01-02 17:10,-76.0262,43.9888,M,M,M,250.00,21.00,30.14,M,M,0.25,M,600.00,2600.00,3399.00,-SN FZFG
ART,2018-01-02 17:15,-76.0262,43.9888,M,M,M,M,M,30.14,M,0.01,0.24,M,1500.00,2600.00,3399.00,-SN FZFG
ART,2018-01-02 17:16,-76.0262,43.9888,21.00,18.00,87.97,260.00,27.00,30.14,M,0.02,0.25,37.00,1500.00,2600.00,3400.00,-SN FZFG
ART,2018-01-02 17:20,-76.0262,43.9888,M,M,M,250.00,22.00,30.14,M,0.03,0.13,M,1500.00,2400.00,3399.00,-SN FZFG
ART,2018-01-02 17:30,-76.0262,43.9888,M,M,M,250.00,23.00,30.13,M,0.05,0.13,M,2400.00,3200.00,M,-SN FZFG
ART,2018-01-02 17:35,-76.0262,43.9888,M,M,M,M,M,30.13,M,0.06,0.13,M,2400.00,3000.00,3600.00,-SN FZFG
ART,2018-01-02 17:40,-76.0262,43.9888,M,M,M,250.00,22.00,30.12,M,0.08,0.13,M,2400.00,3000.00,M,-SN FZFG
ART,2018-01-02 17:50,-76.0262,43.9888,M,M,M,250.00,19.00,30.11,M,0.10,0.13,M,2100.00,2800.00,M,-SN FZFG
ART,2018-01-02 17:55,-76.0262,43.9888,M,M,M,230.00,25.00,30.11,M,0.10,0.24,M,2100.00,2800.00,M,-SN FZFG
ART,2018-01-02 17:56,-76.0262,43.9888,21.90,19.00,88.40,240.00,25.00,30.11,1020.90,0.10,0.25,37.00,2100.00,2800.00,M,SN FZFG
ART,2018-01-02 18:00,-76.0262,43.9888,M,M,M,240.00,24.00,30.10,M,0.01,0.13,M,2100.00,3000.00,M,-SN FZFG
ART,2018-01-02 18:10,-76.0262,43.9888,M,M,M,250.00,25.00,30.10,M,0.04,0.13,M,2100.00,3000.00,3800.00,-SN FZFG
ART,2018-01-02 18:15,-76.0262,43.9888,M,M,M,250.00,23.00,30.10,M,0.06,0.13,28.00,2100.00,3000.00,M,SN FZFG
ART,2018-01-02 18:25,-76.0262,43.9888,M,M,M,M,M,30.11,M,0.09,0.13,M,1300.00,2100.00,3399.00,-SN FZFG
ART,2018-01-02 18:30,-76.0262,43.9888,M,M,M,M,M,30.11,M,0.10,0.24,32.00,1300.00,2600.00,4400.00,-SN FZFG
ART,2018-01-02 18:35,-76.0262,43.9888,M,M,M,250.00,21.00,30.11,M,0.11,0.24,26.00,1800.00,2600.00,4400.00,-SN FZFG
ART,2018-01-02 18:45,-76.0262,43.9888,M,M,M,260.00,25.00,30.10,M,0.13,0.24,M,2300.00,2800.00,4500.00,-SN FZFG
ART,2018-01-02 18:49,-76.0262,43.9888,21.90,18.00,84.68,260.00,24.00,30.10,M,0.13,0.25,34.00,2300.00,3000.00,4500.00,-SN FZFG
ART,2018-01-02 18:50,-76.0262,43.9888,M,M,M,260.00,24.00,30.10,M,0.14,0.24,30.00,2300.00,3000.00,4500.00,-SN FZFG
ART,2018-01-02 18:56,-76.0262,43.9888,21.90,18.00,84.68,250.00,20.00,30.10,1020.50,0.15,0.25,34.00,2200.00,4500.00,M,-SN FZFG
ART,2018-01-02 19:00,-76.0262,43.9888,M,M,M,250.00,23.00,30.09,M,M,0.25,M,2400.00,4300.00,5000.00,-SN FZFG
ART,2018-01-02 19:05,-76.0262,43.9888,M,M,M,260.00,22.00,30.09,M,0.01,0.25,M,2500.00,4300.00,M,+SN
ART,2018-01-02 19:10,-76.0262,43.9888,M,M,M,260.00,24.00,30.09,M,0.02,0.25,M,1999.00,4600.00,M,+SN
ART,2018-01-02 19:18,-76.0262,43.9888,21.90,17.10,81.46,250.00,22.00,30.09,M,0.03,0.50,31.00,2300.00,4000.00,5000.00,UP
ART,2018-01-02 19:20,-76.0262,43.9888,M,M,M,260.00,21.00,30.09,M,0.03,0.50,M,2600.00,3800.00,5000.00,UP
ART,2018-01-02 19:25,-76.0262,43.9888,M,M,M,250.00,23.00,30.09,M,0.04,0.50,M,3300.00,4500.00,5000.00,UP
ART,2018-01-02 19:30,-76.0262,43.9888,M,M,M,250.00,21.00,30.09,M,0.05,0.50,32.00,2800.00,3800.00,5000.00,SN
ART,2018-01-02 19:40,-76.0262,43.9888,M,M,M,M,M,30.09,M,0.06,0.25,32.00,3999.00,5000.00,M,+SN
ART,2018-01-02 19:45,-76.0262,43.9888,21.90,18.00,84.68,250.00,21.00,30.09,M,0.07,0.25,34.00,4500.00,5000.00,M,-SN FZFG
ART,2018-01-02 19:50,-76.0262,43.9888,M,M,M,250.00,20.00,30.09,M,0.08,0.50,M,4700.00,M,M,SN
ART,2018-01-02 19:56,-76.0262,43.9888,23.00,18.00,80.85,250.00,23.00,30.10,1020.50,0.08,0.50,35.00,4700.00,M,M,UP
ART,2018-01-02 20:00,-76.0262,43.9888,M,M,M,250.00,24.00,30.10,M,0.01,0.75,M,4700.00,M,M,UP
ART,2018-01-02 20:05,-76.0262,43.9888,M,M,M,250.00,22.00,30.10,M,0.01,0.75,M,4700.00,M,M,UP
ART,2018-01-02 20:10,-76.0262,43.9888,M,M,M,250.00,18.00,30.10,M,0.02,0.75,M,4700.00,M,M,UP
ART,2018-01-02 20:15,-76.0262,43.9888,M,M,M,250.00,22.00,30.10,M,0.02,0.75,M,4700.00,M,M,UP
ART,2018-01-02 20:20,-76.0262,43.9888,M,M,M,260.00,20.00,30.10,M,0.03,1.25,28.00,4700.00,M,M,UP
ART,2018-01-02 20:24,-76.0262,43.9888,23.00,17.10,77.77,250.00,23.00,30.10,M,0.03,1.25,33.00,4700.00,M,M,UP
ART,2018-01-02 20:25,-76.0262,43.9888,M,M,M,250.00,22.00,30.10,M,0.03,1.25,M,4700.00,M,M,UP
ART,2018-01-02 20:35,-76.0262,43.9888,M,M,M,250.00,22.00,30.10,M,0.04,0.75,29.00,4700.00,M,M,UP
ART,2018-01-02 20:36,-76.0262,43.9888,23.00,16.00,74.15,250.00,22.00,30.10,M,0.04,0.75,32.00,4700.00,M,M,BLSN
ART,2018-01-02 20:40,-76.0262,43.9888,M,M,M,250.00,19.00,30.10,M,0.05,1.00,30.00,4700.00,M,M,M
ART,2018-01-02 20:45,-76.0262,43.9888,M,M,M,250.00,22.00,30.10,M,0.05,0.75,M,4600.00,M,M,UP
ART,2018-01-02 20:50,-76.0262,43.9888,M,M,M,250.00,26.00,30.09,M,0.06,0.75,31.00,4600.00,M,M,UP
ART,2018-01-02 20:55,-76.0262,43.9888,M,M,M,250.00,23.00,30.10,M,0.06,0.75,32.00,4500.00,M,M,UP
ART,2018-01-02 20:56,-76.0262,43.9888,23.00,17.10,77.77,250.00,23.00,30.10,1020.40,0.06,0.75,35.00,4500.00,M,M,UP
ART,2018-01-02 21:00,-76.0262,43.9888,M,M,M,250.00,24.00,30.10,M,0.0001,0.75,29.00,4500.00,M,M,UP
ART,2018-01-02 21:07,-76.0262,43.9888,23.00,17.10,77.77,250.00,24.00,30.10,M,0.01,1.25,36.00,4700.00,M,M,UP
ART,2018-01-02 21:10,-76.0262,43.9888,M,M,M,M,M,30.10,M,0.01,1.00,32.00,4700.00,M,M,UP
ART,2018-01-02 21:15,-76.0262,43.9888,M,M,M,250.00,25.00,30.10,M,0.02,0.75,M,4700.00,M,M,UP
ART,2018-01-02 21:20,-76.0262,43.9888,23.00,17.10,77.77,260.00,26.00,30.10,M,0.03,0.75,36.00,4700.00,M,M,UP
ART,2018-01-02 21:30,-76.0262,43.9888,M,M,M,M,M,30.10,M,0.04,1.00,32.00,4800.00,M,M,UP
ART,2018-01-02 21:34,-76.0262,43.9888,23.00,17.10,77.77,260.00,22.00,30.11,M,0.05,1.25,35.00,4800.00,M,M,UP
ART,2018-01-02 21:35,-76.0262,43.9888,M,M,M,260.00,23.00,30.11,M,0.05,1.25,32.00,4800.00,M,M,UP
ART,2018-01-02 21:45,-76.0262,43.9888,M,M,M,260.00,23.00,30.11,M,0.06,1.50,29.00,4800.00,M,M,UP
ART,2018-01-02 21:50,-76.0262,43.9888,M,M,M,260.00,22.00,30.11,M,0.06,2.00,M,4800.00,M,M,UP
ART,2018-01-02 21:54,-76.0262,43.9888,21.20,15.80,79.31,260.00,22.00,30.11,M,0.06,3.00,33.00,4000.00,4800.00,M,UP
ART,2018-01-02 21:55,-76.0262,43.9888,21.90,16.00,77.67,260.00,23.00,30.11,1020.90,0.06,3.00,33.00,4000.00,4800.00,M,UP
ART,2018-01-02 22:00,-76.0262,43.9888,M,M,M,260.00,20.00,30.11,M,M,4.00,M,3999.00,4800.00,M,HZ
ART,2018-01-02 22:05,-76.0262,43.9888,M,M,M,260.00,23.00,30.11,M,M,4.00,M,3999.00,4800.00,M,HZ
ART,2018-01-02 22:10,-76.0262,43.9888,M,M,M,260.00,24.00,30.11,M,M,2.50,M,3900.00,4800.00,M,-SN
ART,2018-01-02 22:14,-76.0262,43.9888,21.90,17.10,81.46,260.00,21.00,30.11,M,0.0001,1.75,34.00,3700.00,4800.00,M,-SN
ART,2018-01-02 22:20,-76.0262,43.9888,M,M,M,260.00,23.00,30.11,M,0.01,1.75,29.00,3700.00,4600.00,5500.00,-SN
ART,2018-01-02 22:25,-76.0262,43.9888,M,M,M,M,M,30.11,M,0.01,1.75,27.00,3800.00,4700.00,5500.00,-SN
ART,2018-01-02 22:30,-76.0262,43.9888,M,M,M,260.00,20.00,30.12,M,0.01,1.50,M,3800.00,5000.00,M,-SN
ART,2018-01-02 22:40,-76.0262,43.9888,M,M,M,260.00,23.00,30.12,M,0.01,2.00,28.00,3399.00,5500.00,M,-SN
ART,2018-01-02 22:45,-76.0262,43.9888,21.90,16.00,77.67,260.00,19.00,30.12,M,0.01,2.00,31.00,3000.00,5000.00,6000.00,-SN
ART,2018-01-02 22:53,-76.0262,43.9888,23.00,15.80,73.51,270.00,18.00,30.12,M,0.01,6.00,28.00,4700.00,5500.00,M,HZ
ART,2018-01-02 22:55,-76.0262,43.9888,M,M,M,270.00,19.00,30.12,M,0.01,6.00,M,4700.00,6000.00,M,HZ
ART,2018-01-02 22:56,-76.0262,43.9888,23.00,16.00,74.15,270.00,19.00,30.12,1021.50,0.01,6.00,M,4700.00,5500.00,M,HZ
ART,2018-01-02 23:00,-76.0262,43.9888,M,M,M,270.00,21.00,30.12,M,M,5.00,26.00,3700.00,5000.00,M,HZ
ART,2018-01-02 23:10,-76.0262,43.9888,23.00,16.00,74.15,270.00,16.00,30.13,M,0.0001,2.50,29.00,4900.00,6000.00,M,-SN
ART,2018-01-02 23:15,-76.0262,43.9888,M,M,M,270.00,17.00,30.13,M,M,4.00,M,3300.00,4900.00,M,-SN
ART,2018-01-02 23:17,-76.0262,43.9888,23.00,17.10,77.77,280.00,19.00,30.13,M,0.0001,3.00,25.00,2700.00,3300.00,4900.00,-SN
ART,2018-01-02 23:20,-76.0262,43.9888,M,M,M,270.00,18.00,30.13,M,M,2.50,M,3000.00,4900.00,M,-SN
ART,2018-01-02 23:24,-76.0262,43.9888,23.00,18.00,80.85,280.00,15.00,30.13,M,0.0001,2.50,27.00,2300.00,3000.00,5000.00,-SN
ART,2018-01-02 23:25,-76.0262,43.9888,M,M,M,280.00,14.00,30.13,M,M,2.50,19.00,2300.00,3000.00,5000.00,-SN
ART,2018-01-02 23:30,-76.0262,43.9888,M,M,M,270.00,16.00,30.14,M,M,2.50,21.00,2100.00,2900.00,4800.00,-SN
ART,2018-01-02 23:33,-76.0262,43.9888,21.90,18.00,84.68,270.00,16.00,30.14,M,0.0001,1.75,M,2100.00,2700.00,4800.00,-SN BR
ART,2018-01-02 23:35,-76.0262,43.9888,M,M,M,270.00,15.00,30.13,M,M,1.25,M,2100.00,2500.00,5000.00,-SN BR
ART,2018-01-02 23:40,-76.0262,43.9888,M,M,M,270.00,14.00,30.14,M,M,1.25,M,1900.00,2700.00,5000.00,-SN BR
ART,2018-01-02 23:45,-76.0262,43.9888,M,M,M,270.00,13.00,30.13,M,M,1.25,M,1699.00,2200.00,5000.00,-SN BR
ART,2018-01-02 23:50,-76.0262,43.9888,M,M,M,270.00,16.00,30.14,M,M,1.25,M,1999.00,2700.00,5000.00,-SN BR
ART,2018-01-02 23:55,-76.0262,43.9888,M,M,M,270.00,18.00,30.14,M,M,1.00,24.00,1999.00,2700.00,4900.00,-SN BR
ART,2018-01-02 23:56,-76.0262,43.9888,21.90,19.00,88.40,270.00,18.00,30.14,1021.90,0.0001,0.75,24.00,2000.00,2700.00,5500.00,-SN BR
ART,2018-01-03 00:00,-76.0262,43.9888,M,M,M,270.00,13.00,30.14,M,M,0.75,22.00,1999.00,2900.00,5500.00,-SN BR
ART,2018-01-03 00:05,-76.0262,43.9888,M,M,M,270.00,14.00,30.14,M,M,1.25,M,2200.00,2900.00,5500.00,-SN BR
ART,2018-01-03 00:08,-76.0262,43.9888,21.90,19.00,88.40,260.00,14.00,30.14,M,0.0001,1.75,22.00,2200.00,2900.00,5000.00,-SN BR
ART,2018-01-03 00:10,-76.0262,43.9888,M,M,M,270.00,17.00,30.14,M,M,1.75,22.00,1999.00,2900.00,5500.00,-SN BR
ART,2018-01-03 00:20,-76.0262,43.9888,M,M,M,270.00,15.00,30.14,M,M,1.75,M,3100.00,4800.00,M,-SN BR
ART,2018-01-03 00:21,-76.0262,43.9888,21.90,19.00,88.40,270.00,16.00,30.13,M,0.0001,2.00,M,3100.00,4600.00,5500.00,-SN BR
ART,2018-01-03 00:25,-76.0262,43.9888,M,M,M,270.00,15.00,30.13,M,M,2.00,20.00,3100.00,4600.00,M,-SN BR
ART,2018-01-03 00:30,-76.0262,43.9888,M,M,M,270.00,15.00,30.13,M,M,2.50,20.00,3300.00,4600.00,M,-SN BR
ART,2018-01-03 00:39,-76.0262,43.9888,21.90,18.00,84.68,250.00,14.00,30.13,M,0.0001,4.00,23.00,4400.00,5500.00,M,BR
ART,2018-01-03 00:40,-76.0262,43.9888,M,M,M,250.00,14.00,30.13,M,M,4.00,M,4400.00,M,M,BR
ART,2018-01-03 00:45,-76.0262,43.9888,M,M,M,240.00,15.00,30.12,M,M,4.00,23.00,5000.00,M,M,HZ
ART,2018-01-03 00:50,-76.0262,43.9888,M,M,M,250.00,15.00,30.12,M,0.0001,2.50,24.00,4500.00,5500.00,M,UP
ART,2018-01-03 00:53,-76.0262,43.9888,23.00,17.60,79.47,250.00,15.00,30.12,M,0.0001,2.50,25.00,4700.00,5500.00,M,HZ
ART,2018-01-03 00:55,-76.0262,43.9888,M,M,M,250.00,15.00,30.12,M,M,2.50,M,4700.00,5500.00,M,HZ
ART,2018-01-03 00:56,-76.0262,43.9888,23.00,18.00,80.85,250.00,15.00,30.12,1021.20,0.0001,3.00,25.00,4700.00,5500.00,M,HZ
ART,2018-01-03 01:00,-76.0262,43.9888,M,M,M,250.00,15.00,30.12,M,M,4.00,M,5000.00,M,M,HZ
ART,2018-01-03 01:05,-76.0262,43.9888,M,M,M,260.00,20.00,30.12,M,M,5.00,25.00,5500.00,M,M,HZ
ART,2018-01-03 01:10,-76.0262,43.9888,M,M,M,250.00,16.00,30.11,M,0.0001,4.00,M,5500.00,M,M,UP
ART,2018-01-03 01:15,-76.0262,43.9888,M,M,M,250.00,16.00,30.11,M,0.0001,4.00,23.00,5500.00,M,M,UP
ART,2018-01-03 01:20,-76.0262,43.9888,M,M,M,250.00,19.00,30.11,M,M,4.00,M,5500.00,M,M,HZ
ART,2018-01-03 01:30,-76.0262,43.9888,M,M,M,250.00,16.00,30.12,M,M,5.00,M,5500.00,M,M,HZ
ART,2018-01-03 01:35,-76.0262,43.9888,M,M,M,240.00,13.00,30.11,M,M,5.00,18.00,5500.00,M,M,HZ
ART,2018-01-03 01:40,-76.0262,43.9888,M,M,M,250.00,13.00,30.11,M,0.0001,4.00,18.00,5500.00,M,M,UP
ART,2018-01-03 01:50,-76.0262,43.9888,M,M,M,250.00,16.00,30.11,M,M,8.00,25.00,5500.00,M,M,M
ART,2018-01-03 01:55,-76.0262,43.9888,M,M,M,240.00,13.00,30.11,M,M,6.00,M,5500.00,M,M,HZ
ART,2018-01-03 01:56,-76.0262,43.9888,23.00,17.10,77.77,240.00,13.00,30.11,1020.70,0.0001,6.00,26.00,5500.00,M,M,HZ
ART,2018-01-03 02:00,-76.0262,43.9888,M,M,M,250.00,13.00,30.11,M,M,7.00,M,5500.00,M,M,M
ART,2018-01-03 02:10,-76.0262,43.9888,M,M,M,250.00,17.00,30.11,M,M,7.00,25.00,5500.00,M,M,M
ART,2018-01-03 02:15,-76.0262,43.9888,M,M,M,260.00,19.00,30.11,M,M,8.00,25.00,5500.00,M,M,M
ART,2018-01-03 02:20,-76.0262,43.9888,M,M,M,250.00,16.00,30.11,M,M,8.00,M,5500.00,M,M,M
ART,2018-01-03 02:25,-76.0262,43.9888,M,M,M,250.00,15.00,30.11,M,M,8.00,M,5500.00,M,M,M
ART,2018-01-03 02:30,-76.0262,43.9888,M,M,M,260.00,19.00,30.11,M,M,7.00,M,5500.00,M,M,M
ART,2018-01-03 02:35,-76.0262,43.9888,M,M,M,250.00,18.00,30.11,M,M,6.00,24.00,5500.00,M,M,HZ
ART,2018-01-03 02:45,-76.0262,43.9888,M,M,M,250.00,15.00,30.11,M,M,8.00,M,5500.00,M,M,M
ART,2018-01-03 02:50,-76.0262,43.9888,M,M,M,260.00,17.00,30.10,M,M,9.00,M,5500.00,M,M,M
ART,2018-01-03 02:55,-76.0262,43.9888,M,M,M,250.00,13.00,30.10,M,M,10.00,19.00,5500.00,M,M,M
ART,2018-01-03 02:56,-76.0262,43.9888,23.00,15.10,71.30,260.00,14.00,30.10,1020.40,0.00,10.00,21.00,5500.00,M,M,M
ART,2018-01-03 03:05,-76.0262,43.9888,M,M,M,260.00,13.00,30.10,M,M,10.00,M,5500.00,M,M,M
ART,2018-01-03 03:10,-76.0262,43.9888,M,M,M,260.00,13.00,30.10,M,M,10.00,M,5500.00,M,M,M
ART,2018-01-03 03:15,-76.0262,43.9888,M,M,M,260.00,15.00,30.10,M,M,10.00,22.00,5500.00,M,M,M
ART,2018-01-03 03:25,-76.0262,43.9888,M,M,M,260.00,16.00,30.11,M,M,10.00,M,5500.00,M,M,M
ART,2018-01-03 03:30,-76.0262,43.9888,M,M,M,260.00,17.00,30.10,M,M,10.00,M,5000.00,M,M,M
ART,2018-01-03 03:35,-76.0262,43.9888,M,M,M,M,M,30.11,M,M,10.00,M,5000.00,M,M,M
ART,2018-01-03 03:45,-76.0262,43.9888,M,M,M,260.00,16.00,30.11,M,M,10.00,M,5000.00,M,M,M
ART,2018-01-03 03:50,-76.0262,43.9888,M,M,M,260.00,15.00,30.10,M,M,10.00,M,5000.00,M,M,M
ART,2018-01-03 03:55,-76.0262,43.9888,M,M,M,260.00,15.00,30.11,M,M,10.00,M,5000.00,M,M,M
ART,2018-01-03 03:56,-76.0262,43.9888,24.10,14.00,64.89,260.00,13.00,30.11,1020.40,0.00,10.00,M,5000.00,M,M,M
ART,2018-01-03 04:00,-76.0262,43.9888,M,M,M,260.00,13.00,30.11,M,M,10.00,M,5000.00,M,M,M
ART,2018-01-03 04:05,-76.0262,43.9888,M,M,M,260.00,13.00,30.10,M,M,10.00,M,5000.00,M,M,M
ART,2018-01-03 04:10,-76.0262,43.9888,M,M,M,260.00,13.00,30.11,M,M,10.00,18.00,5000.00,M,M,M
ART,2018-01-03 04:20,-76.0262,43.9888,M,M,M,270.00,13.00,30.11,M,M,10.00,M,5000.00,M,M,M
ART,2018-01-03 04:25,-76.0262,43.9888,M,M,M,260.00,14.00,30.11,M,M,10.00,M,5000.00,M,M,M
ART,2018-01-03 04:30,-76.0262,43.9888,M,M,M,260.00,15.00,30.11,M,M,10.00,M,5000.00,M,M,M
ART,2018-01-03 04:40,-76.0262,43.9888,M,M,M,M,M,30.11,M,M,10.00,M,4700.00,M,M,M
ART,2018-01-03 04:45,-76.0262,43.9888,M,M,M,250.00,16.00,30.11,M,M,10.00,M,3999.00,4700.00,M,M
ART,2018-01-03 04:50,-76.0262,43.9888,M,M,M,250.00,14.00,30.11,M,M,10.00,M,3399.00,4700.00,M,M
ART,2018-01-03 04:56,-76.0262,43.9888,24.10,16.00,70.81,240.00,13.00,30.11,1020.50,0.0001,7.00,20.00,3400.00,4500.00,M,-SN
ART,2018-01-03 05:00,-76.0262,43.9888,M,M,M,250.00,15.00,30.11,M,M,4.00,M,2500.00,3800.00,4500.00,-SN
ART,2018-01-03 05:02,-76.0262,43.9888,24.10,17.10,74.27,250.00,16.00,30.11,M,0.0001,1.50,23.00,2200.00,3800.00,4500.00,-SN
ART,2018-01-03 05:05,-76.0262,43.9888,M,M,M,250.00,12.00,30.11,M,M,0.75,M,1999.00,3800.00,4500.00,-SN
ART,2018-01-03 05:06,-76.0262,43.9888,23.00,18.00,80.85,250.00,11.00,30.11,M,0.0001,0.75,23.00,2000.00,3500.00,4500.00,-SN
ART,2018-01-03 05:10,-76.0262,43.9888,M,M,M,250.00,11.00,30.11,M,M,0.50,M,1800.00,3700.00,M,SN FZFG
ART,2018-01-03 05:17,-76.0262,43.9888,21.90,19.90,91.86,260.00,16.00,30.12,M,0.0001,0.25,20.00,1400.00,3700.00,M,+SN FZFG
ART,2018-01-03 05:20,-76.0262,43.9888,M,M,M,260.00,13.00,30.11,M,M,0.25,M,1400.00,3700.00,M,+SN FZFG
ART,2018-01-03 05:25,-76.0262,43.9888,M,M,M,250.00,12.00,30.11,M,M,0.25,M,1300.00,1800.00,M,SN FZFG
ART,2018-01-03 05:35,-76.0262,43.9888,M,M,M,260.00,13.00,30.11,M,M,0.25,M,1100.00,1800.00,M,SN FZFG
ART,2018-01-03 05:39,-76.0262,43.9888,21.90,21.00,96.26,250.00,10.00,30.11,M,0.0001,0.50,19.00,900.00,1500.00,M,SN FZFG
ART,2018-01-03 05:40,-76.0262,43.9888,M,M,M,250.00,10.00,30.11,M,M,0.50,M,900.00,1699.00,M,SN FZFG
ART,2018-01-03 05:45,-76.0262,43.9888,M,M,M,230.00,8.00,30.11,M,M,0.75,M,900.00,1699.00,M,-SN BR
ART,2018-01-03 05:55,-76.0262,43.9888,M,M,M,230.00,12.00,30.11,M,M,0.50,M,900.00,1699.00,M,SN FZFG
ART,2018-01-03 05:56,-76.0262,43.9888,23.00,21.90,95.47,220.00,11.00,30.11,1020.40,0.0001,0.50,19.00,900.00,1400.00,M,SN FZFG
ART,2018-01-03 06:00,-76.0262,43.9888,M,M,M,220.00,14.00,30.11,M,M,0.50,M,900.00,1400.00,M,SN FZFG
ART,2018-01-03 06:05,-76.0262,43.9888,M,M,M,220.00,13.00,30.11,M,M,0.50,M,900.00,1600.00,M,SN FZFG
ART,2018-01-03 06:15,-76.0262,43.9888,M,M,M,220.00,11.00,30.11,M,M,0.75,M,900.00,1600.00,M,-SN BR
ART,2018-01-03 06:20,-76.0262,43.9888,M,M,M,220.00,13.00,30.11,M,M,0.50,M,900.00,1600.00,M,SN FZFG
ART,2018-01-03 06:25,-76.0262,43.9888,21.90,19.90,91.86,210.00,14.00,30.11,M,0.0001,0.75,22.00,1100.00,1700.00,M,-SN BR
ART,2018-01-03 06:35,-76.0262,43.9888,21.90,19.00,88.40,220.00,15.00,30.11,M,0.0001,1.00,23.00,1100.00,1700.00,2300.00,-SN BR
ART,2018-01-03 06:40,-76.0262,43.9888,M,M,M,220.00,16.00,30.11,M,M,1.00,M,999.00,1900.00,2500.00,-SN BR
ART,2018-01-03 06:45,-76.0262,43.9888,M,M,M,220.00,14.00,30.11,M,M,1.00,19.00,1800.00,2300.00,2700.00,-SN BR
ART,2018-01-03 06:55,-76.0262,43.9888,M,M,M,220.00,12.00,30.12,M,M,1.00,M,1699.00,2200.00,3100.00,-SN BR
ART,2018-01-03 06:56,-76.0262,43.9888,21.90,19.00,88.40,220.00,13.00,30.12,1020.60,0.0001,1.00,21.00,1700.00,2200.00,2900.00,-SN BR
ART,2018-01-03 07:00,-76.0262,43.9888,M,M,M,210.00,11.00,30.12,M,M,1.00,M,2200.00,2900.00,M,-SN BR
ART,2018-01-03 07:05,-76.0262,43.9888,M,M,M,200.00,14.00,30.12,M,M,1.00,M,1200.00,1999.00,2900.00,-SN BR
ART,2018-01-03 07:11,-76.0262,43.9888,19.00,16.00,87.87,200.00,16.00,30.12,M,0.0001,0.75,20.00,1400.00,2000.00,M,-SN BR
ART,2018-01-03 07:15,-76.0262,43.9888,M,M,M,200.00,13.00,30.12,M,M,0.75,M,1400.00,1999.00,M,-SN BR
ART,2018-01-03 07:20,-76.0262,43.9888,18.00,14.00,84.05,200.00,11.00,30.12,M,0.0001,1.00,22.00,1700.00,M,M,-SN BR
ART,2018-01-03 07:25,-76.0262,43.9888,M,M,M,190.00,12.00,30.12,M,M,1.50,M,1400.00,1999.00,M,-SN BR
ART,2018-01-03 07:35,-76.0262,43.9888,M,M,M,190.00,11.00,30.12,M,M,2.00,M,1800.00,2800.00,M,-SN BR
ART,2018-01-03 07:40,-76.0262,43.9888,M,M,M,190.00,9.00,30.12,M,M,1.50,M,1900.00,2600.00,3000.00,-SN BR
ART,2018-01-03 07:45,-76.0262,43.9888,M,M,M,190.00,12.00,30.12,M,M,1.50,M,1900.00,3000.00,M,-SN BR
ART,2018-01-03 07:50,-76.0262,43.9888,M,M,M,200.00,13.00,30.12,M,M,1.25,23.00,1900.00,3000.00,M,-SN BR
ART,2018-01-03 07:55,-76.0262,43.9888,M,M,M,190.00,11.00,30.12,M,M,1.00,M,1900.00,2500.00,3200.00,-SN BR
ART,2018-01-03 07:56,-76.0262,43.9888,18.00,14.00,84.05,200.00,11.00,30.12,1020.90,0.0001,1.25,23.00,1900.00,2500.00,3200.00,-SN BR
ART,2018-01-03 08:00,-76.0262,43.9888,M,M,M,200.00,11.00,30.12,M,M,1.00,M,1999.00,2500.00,3200.00,-SN BR
ART,2018-01-03 08:05,-76.0262,43.9888,M,M,M,200.00,11.00,30.13,M,M,0.75,18.00,1999.00,3200.00,M,-SN BR
ART,2018-01-03 08:09,-76.0262,43.9888,17.10,12.90,83.25,200.00,12.00,30.13,M,0.0001,0.75,20.00,2200.00,2900.00,3400.00,-SN BR
ART,2018-01-03 08:10,-76.0262,43.9888,M,M,M,190.00,12.00,30.13,M,M,0.75,M,1800.00,2200.00,2900.00,-SN BR
ART,2018-01-03 08:15,-76.0262,43.9888,M,M,M,190.00,11.00,30.13,M,M,1.00,M,2200.00,M,M,-SN BR
ART,2018-01-03 08:19,-76.0262,43.9888,17.10,12.90,83.25,190.00,10.00,30.12,M,0.0001,1.00,21.00,2200.00,M,M,-SN BR
ART,2018-01-03 08:25,-76.0262,43.9888,M,M,M,180.00,8.00,30.13,M,M,1.00,M,2200.00,M,M,-SN BR
ART,2018-01-03 08:30,-76.0262,43.9888,M,M,M,180.00,8.00,30.13,M,M,1.00,M,1600.00,2200.00,M,-SN BR
